ID,ShopId,OrderId,评分,评论内容,评论时间,评论详情
3087416866,157947306,3.01392E+18,5,,2017-10-15T20:10:22,"
菜品名称: 【暖胃暖心】老母鸡腿泡饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T20:10:22
"
3108808986,157947306,3.01392E+18,5,,2017-10-17T12:57:16,"
菜品名称: 【暖胃暖心】老母鸡腿泡饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-17T12:57:16
"
3082554442,157947306,3.01392E+18,5,,2017-10-15T16:14:04,"
菜品名称: 【暖胃暖心】老母鸡腿泡饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T16:14:04
"
3067399394,157947306,3.01392E+18,5,,2017-10-14T15:43:37,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T15:43:37
"
3067379874,157947306,3.01392E+18,5,,2017-10-14T15:41:36,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T15:41:36
"
3067354618,157947306,3.01392E+18,5,,2017-10-14T15:39:04,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T15:39:04
"
3067265178,157947306,3.01392E+18,5,,2017-10-14T15:29:55,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T15:29:55
"
3072537730,157947306,3.01392E+18,4,,2017-10-14T21:01:23,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 2
评论内容: 
评论时间: 2017-10-14T21:01:23
"
3067246650,157947306,3.01392E+18,5,,2017-10-14T15:28:04,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 骨头很香，良心商家！
评论时间: 2017-10-14T15:28:04
"
3065345658,157947306,3.01391E+18,5,,2017-10-14T13:06:09,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T13:06:09
"
3065353546,157947306,3.01391E+18,5,,2017-10-14T13:06:31,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T13:06:31
"
3069849530,157947306,3.01391E+18,5,,2017-10-14T18:16:23,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 很好吃！下次还来
评论时间: 2017-10-14T18:16:23
"
3069821106,157947306,3.01391E+18,5,,2017-10-14T18:15:05,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T18:15:05
"
3076709650,157947306,3.01391E+18,5,,2017-10-15T11:20:31,"
菜品名称: 招牌酱骨鸡煲小份+米饭
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T11:20:31
"
3067109538,157947306,3.01391E+18,4,,2017-10-14T15:14:14,"
菜品名称: 老板 我要炒米（鸡汤绝配 必点）
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 加一份油豆腐（爆款）
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 加一份金针菇（爆款）
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 加一份鹌鹑蛋
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 香蒸秋田小町米饭
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 招牌奇味鸡煲大份+米饭
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
菜品名称: 加一份娃娃菜
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T15:14:14
"
3076595594,157947306,3.01391E+18,5,很好吃，分量足,2017-10-15T11:16:10,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T11:16:10
"
3066678234,157947306,3.01391E+18,4,,2017-10-14T14:33:27,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 4
评论内容: 
评论时间: 2017-10-14T14:33:27
"
3082098210,157947306,3.0139E+18,5,,2017-10-15T15:38:15,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T15:38:15
"
3087418786,157947306,3.0139E+18,5,,2017-10-15T20:10:31,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-15T20:10:31
"
3067597866,157947306,3.0139E+18,5,"不错，好吃哦
",2017-10-14T16:02:49,"
菜品名称: 招牌奇味鸡煲小份+米饭-小份
菜品评分: 5
评论内容: 
评论时间: 2017-10-14T16:02:49
"
